task_id,split,in_frame,declined_reason,block_rows,block_columns,identity_layout,n_blocks,blocks_described,blocks_determined,blocks_ambiguous,blocks_unmatched,fixed_layout_determined,state_layout_determined
00576224,training,True,,3,3,False,18,18,15,3,0,True,False
007bbfb7,training,True,,3,3,False,45,45,35,10,0,False,True
009d5c81,training,True,,1,1,True,5,0,0,0,5,False,False
00d62c1b,training,True,,1,1,True,5,0,0,0,5,False,False
00dbd492,training,True,,1,1,True,4,0,0,0,4,False,False
017c7c7b,training,False,output_not_block_multiple,,,,,,,,,,
025d127b,training,True,,1,1,True,2,0,0,0,2,False,False
03560426,training,True,,1,1,True,3,0,0,0,3,False,False
045e512c,training,True,,1,1,True,3,0,0,0,3,False,False
0520fde7,training,False,output_not_block_multiple,,,,,,,,,,
05269061,training,True,,1,1,True,3,0,0,0,3,False,False
05a7bcf2,training,True,,1,1,True,3,0,0,0,3,False,False
05f2a901,training,True,,1,1,True,3,0,0,0,3,False,False
0607ce86,training,True,,1,1,True,3,0,0,0,3,False,False
0692e18c,training,True,,3,3,False,27,15,15,0,12,False,False
06df4c85,training,True,,1,1,True,3,0,0,0,3,False,False
070dd51e,training,True,,1,1,True,2,0,0,0,2,False,False
08ed6ac7,training,True,,1,1,True,2,0,0,0,2,False,False
09629e4f,training,True,,1,1,True,4,0,0,0,4,False,False
0962bcdd,training,True,,1,1,True,2,0,0,0,2,False,False
09c534e7,training,True,,1,1,True,3,0,0,0,3,False,False
0a1d4ef5,training,False,output_not_block_multiple,,,,,,,,,,
0a2355a6,training,True,,1,1,True,4,0,0,0,4,False,False
0a938d79,training,True,,1,1,True,4,0,0,0,4,False,False
0b148d64,training,False,output_not_block_multiple,,,,,,,,,,
0b17323b,training,True,,1,1,True,2,0,0,0,2,False,False
0bb8deee,training,False,output_not_block_multiple,,,,,,,,,,
0becf7df,training,True,,1,1,True,3,0,0,0,3,False,False
0c786b71,training,True,,2,2,False,12,12,12,0,0,True,False
0c9aba6e,training,False,output_not_block_multiple,,,,,,,,,,
0ca9ddb6,training,True,,1,1,True,3,0,0,0,3,False,False
0d3d703e,training,True,,1,1,True,4,0,0,0,4,False,False
0d87d2a6,training,True,,1,1,True,3,0,0,0,3,False,False
0e206a2e,training,True,,1,1,True,3,0,0,0,3,False,False
0e671a1a,training,True,,1,1,True,4,0,0,0,4,False,False
0f63c0b9,training,True,,1,1,True,4,0,0,0,4,False,False
103eff5b,training,True,,1,1,True,2,0,0,0,2,False,False
10fcaaa3,training,True,,2,2,False,16,0,0,0,16,False,False
11852cab,training,True,,1,1,True,3,0,0,0,3,False,False
1190bc91,training,True,,1,1,True,3,0,0,0,3,False,False
1190e5a7,training,False,output_not_block_multiple,,,,,,,,,,
11dc524f,training,True,,1,1,True,3,0,0,0,3,False,False
11e1fe23,training,True,,1,1,True,2,0,0,0,2,False,False
12422b43,training,True,,1,1,True,5,0,0,0,5,False,False
12997ef3,training,False,output_not_block_multiple,,,,,,,,,,
12eac192,training,True,,1,1,True,4,0,0,0,4,False,False
13713586,training,True,,1,1,True,3,0,0,0,3,False,False
137eaa0f,training,False,output_not_block_multiple,,,,,,,,,,
137f0df0,training,True,,1,1,True,3,0,0,0,3,False,False
13f06aa5,training,True,,1,1,True,3,0,0,0,3,False,False
140c817e,training,True,,1,1,True,3,0,0,0,3,False,False
14754a24,training,True,,1,1,True,4,0,0,0,4,False,False
1478ab18,training,True,,1,1,True,3,0,0,0,3,False,False
14b8e18c,training,True,,1,1,True,3,0,0,0,3,False,False
150deff5,training,True,,1,1,True,3,0,0,0,3,False,False
15113be4,training,True,,1,1,True,3,0,0,0,3,False,False
15660dd6,training,False,output_not_block_multiple,,,,,,,,,,
15663ba9,training,True,,1,1,True,3,0,0,0,3,False,False
15696249,training,True,,3,3,False,36,36,33,3,0,False,False
17829a00,training,True,,1,1,True,2,0,0,0,2,False,False
178fcbfb,training,True,,1,1,True,3,0,0,0,3,False,False
17b80ad2,training,True,,1,1,True,4,0,0,0,4,False,False
17b866bd,training,True,,1,1,True,2,0,0,0,2,False,False
17cae0c1,training,True,,1,1,True,4,0,0,0,4,False,False
18286ef8,training,True,,1,1,True,3,0,0,0,3,False,False
182e5d0f,training,True,,1,1,True,3,0,0,0,3,False,False
18419cfa,training,True,,1,1,True,3,0,0,0,3,False,False
18447a8d,training,True,,1,1,True,3,0,0,0,3,False,False
184a9768,training,True,,1,1,True,3,0,0,0,3,False,False
195ba7dc,training,False,output_not_block_multiple,,,,,,,,,,
1990f7a8,training,False,output_not_block_multiple,,,,,,,,,,
19bb5feb,training,False,output_not_block_multiple,,,,,,,,,,
1a07d186,training,True,,1,1,True,3,0,0,0,3,False,False
1a244afd,training,True,,1,1,True,3,0,0,0,3,False,False
1a2e2828,training,False,output_not_block_multiple,,,,,,,,,,
1a6449f1,training,False,output_not_block_multiple,,,,,,,,,,
1acc24af,training,True,,1,1,True,4,0,0,0,4,False,False
1b2d62fb,training,False,output_not_block_multiple,,,,,,,,,,
1b59e163,training,True,,1,1,True,2,0,0,0,2,False,False
1b60fb0c,training,True,,1,1,True,3,0,0,0,3,False,False
1b8318e3,training,True,,1,1,True,3,0,0,0,3,False,False
1be83260,training,False,output_not_block_multiple,,,,,,,,,,
1bfc4729,training,True,,1,1,True,2,0,0,0,2,False,False
1c02dbbe,training,True,,1,1,True,3,0,0,0,3,False,False
1c0d0a4b,training,True,,1,1,True,3,0,0,0,3,False,False
1c56ad9f,training,True,,1,1,True,4,0,0,0,4,False,False
1c786137,training,False,output_not_block_multiple,,,,,,,,,,
1caeab9d,training,True,,1,1,True,3,0,0,0,3,False,False
1cf80156,training,False,output_not_block_multiple,,,,,,,,,,
1d0a4b61,training,True,,1,1,True,3,0,0,0,3,False,False
1d398264,training,True,,1,1,True,3,0,0,0,3,False,False
1d61978c,training,True,,1,1,True,2,0,0,0,2,False,False
1da012fc,training,True,,1,1,True,2,0,0,0,2,False,False
1e0a9b12,training,True,,1,1,True,3,0,0,0,3,False,False
1e32b0e9,training,True,,1,1,True,3,0,0,0,3,False,False
1e5d6875,training,True,,1,1,True,2,0,0,0,2,False,False
1e81d6f9,training,True,,1,1,True,3,0,0,0,3,False,False
1efba499,training,True,,1,1,True,3,0,0,0,3,False,False
1f0c79e5,training,True,,1,1,True,4,0,0,0,4,False,False
1f642eb9,training,True,,1,1,True,3,0,0,0,3,False,False
1f85a75f,training,False,output_not_block_multiple,,,,,,,,,,
1f876c06,training,True,,1,1,True,3,0,0,0,3,False,False
1fad071e,training,False,output_not_block_multiple,,,,,,,,,,
2013d3e2,training,False,output_not_block_multiple,,,,,,,,,,
2037f2c7,training,False,output_not_block_multiple,,,,,,,,,,
2072aba6,training,True,,2,2,False,12,0,0,0,12,False,False
20818e16,training,False,output_not_block_multiple,,,,,,,,,,
20981f0e,training,True,,1,1,True,3,0,0,0,3,False,False
20fb2937,training,False,output_not_block_multiple,,,,,,,,,,
212895b5,training,True,,1,1,True,3,0,0,0,3,False,False
21f83797,training,True,,1,1,True,2,0,0,0,2,False,False
2204b7a8,training,True,,1,1,True,3,0,0,0,3,False,False
22168020,training,True,,1,1,True,3,0,0,0,3,False,False
22208ba4,training,True,,1,1,True,4,0,0,0,4,False,False
22233c11,training,True,,1,1,True,3,0,0,0,3,False,False
22425bda,training,False,output_not_block_multiple,,,,,,,,,,
22806e14,training,True,,1,1,True,3,0,0,0,3,False,False
2281f1f4,training,True,,1,1,True,3,0,0,0,3,False,False
228f6490,training,True,,1,1,True,3,0,0,0,3,False,False
22a4bbc2,training,True,,1,1,True,4,0,0,0,4,False,False
22eb0ac0,training,True,,1,1,True,3,1,1,0,2,False,False
230f2e48,training,True,,1,1,True,3,0,0,0,3,False,False
234bbc79,training,False,output_not_block_multiple,,,,,,,,,,
23581191,training,True,,1,1,True,2,0,0,0,2,False,False
239be575,training,False,output_not_block_multiple,,,,,,,,,,
23b5c85d,training,False,output_not_block_multiple,,,,,,,,,,
25094a63,training,True,,1,1,True,2,0,0,0,2,False,False
252143c9,training,True,,1,1,True,2,0,0,0,2,False,False
253bf280,training,True,,1,1,True,8,2,0,2,6,False,False
2546ccf6,training,True,,1,1,True,2,0,0,0,2,False,False
256b0a75,training,True,,1,1,True,3,0,0,0,3,False,False
25c199f5,training,False,output_not_block_multiple,,,,,,,,,,
25d487eb,training,True,,1,1,True,3,0,0,0,3,False,False
25d8a9c8,training,True,,1,1,True,4,0,0,0,4,False,False
25e02866,training,False,output_not_block_multiple,,,,,,,,,,
25ff71a9,training,True,,1,1,True,4,0,0,0,4,False,False
2601afb7,training,True,,1,1,True,3,0,0,0,3,False,False
264363fd,training,True,,1,1,True,3,0,0,0,3,False,False
2685904e,training,True,,1,1,True,6,0,0,0,6,False,False
2697da3f,training,False,output_not_block_multiple,,,,,,,,,,
272f95fa,training,True,,1,1,True,2,0,0,0,2,False,False
2753e76c,training,False,output_not_block_multiple,,,,,,,,,,
278e5215,training,False,output_not_block_multiple,,,,,,,,,,
27a28665,training,False,output_not_block_multiple,,,,,,,,,,
27a77e38,training,True,,1,1,True,3,0,0,0,3,False,False
27f8ce4f,training,True,,3,3,False,36,36,36,0,0,False,False
281123b4,training,False,output_not_block_multiple,,,,,,,,,,
28bf18c6,training,False,output_not_block_multiple,,,,,,,,,,
28e73c20,training,True,,1,1,True,5,0,0,0,5,False,False
292dd178,training,True,,1,1,True,3,0,0,0,3,False,False
29623171,training,True,,1,1,True,3,0,0,0,3,False,False
29700607,training,True,,1,1,True,3,0,0,0,3,False,False
29c11459,training,True,,1,1,True,2,0,0,0,2,False,False
2a28add5,training,True,,1,1,True,2,0,0,0,2,False,False
2a5f8217,training,True,,1,1,True,3,0,0,0,3,False,False
2b01abd0,training,True,,1,1,True,3,0,0,0,3,False,False
2b9ef948,training,True,,1,1,True,3,0,0,0,3,False,False
2bcee788,training,True,,1,1,True,4,0,0,0,4,False,False
2bee17df,training,True,,1,1,True,3,0,0,0,3,False,False
2c0b0aff,training,False,output_not_block_multiple,,,,,,,,,,
2c608aff,training,True,,1,1,True,4,0,0,0,4,False,False
2c737e39,training,True,,1,1,True,3,0,0,0,3,False,False
2ccd9fef,training,False,output_not_block_multiple,,,,,,,,,,
2dc579da,training,False,output_not_block_multiple,,,,,,,,,,
2dd70a9a,training,True,,1,1,True,3,0,0,0,3,False,False
2de01db2,training,True,,1,1,True,3,1,1,0,2,False,False
2dee498d,training,False,output_not_block_multiple,,,,,,,,,,
2e65ae53,training,True,,1,1,True,2,0,0,0,2,False,False
2f0c5170,training,False,output_not_block_multiple,,,,,,,,,,
2f767503,training,True,,1,1,True,3,0,0,0,3,False,False
2faf500b,training,True,,1,1,True,3,0,0,0,3,False,False
305b1341,training,True,,1,1,True,3,0,0,0,3,False,False
30f42897,training,True,,1,1,True,3,0,0,0,3,False,False
310f3251,training,True,,3,3,False,45,0,0,0,45,False,False
3194b014,training,False,output_not_block_multiple,,,,,,,,,,
319f2597,training,True,,1,1,True,3,0,0,0,3,False,False
31aa019c,training,True,,1,1,True,3,0,0,0,3,False,False
31adaf00,training,True,,1,1,True,3,0,0,0,3,False,False
31d5ba1a,training,False,output_not_block_multiple,,,,,,,,,,
320afe60,training,True,,1,1,True,3,0,0,0,3,False,False
321b1fc6,training,True,,1,1,True,2,0,0,0,2,False,False
32597951,training,True,,1,1,True,3,0,0,0,3,False,False
32e9702f,training,True,,1,1,True,3,0,0,0,3,False,False
33067df9,training,False,output_not_block_multiple,,,,,,,,,,
332202d5,training,True,,1,1,True,3,0,0,0,3,False,False
332efdb3,training,True,,1,1,True,3,0,0,0,3,False,False
3345333e,training,True,,1,1,True,2,0,0,0,2,False,False
337b420f,training,False,output_not_block_multiple,,,,,,,,,,
3391f8c0,training,True,,1,1,True,4,0,0,0,4,False,False
33b52de3,training,True,,1,1,True,2,0,0,0,2,False,False
3428a4f5,training,False,output_not_block_multiple,,,,,,,,,,
342ae2ed,training,True,,1,1,True,3,0,0,0,3,False,False
342dd610,training,True,,1,1,True,4,0,0,0,4,False,False
3490cc26,training,True,,1,1,True,4,0,0,0,4,False,False
34b99a2b,training,False,output_not_block_multiple,,,,,,,,,,
34cfa167,training,True,,1,1,True,2,0,0,0,2,False,False
351d6448,training,False,output_not_block_multiple,,,,,,,,,,
358ba94e,training,False,output_not_block_multiple,,,,,,,,,,
3618c87e,training,True,,1,1,True,3,0,0,0,3,False,False
363442ee,training,True,,1,1,True,3,0,0,0,3,False,False
36d67576,training,True,,1,1,True,3,0,0,0,3,False,False
36fdfd69,training,True,,1,1,True,3,0,0,0,3,False,False
37ce87bb,training,True,,1,1,True,3,0,0,0,3,False,False
37d3e8b2,training,True,,1,1,True,3,0,0,0,3,False,False
3906de3d,training,True,,1,1,True,3,0,0,0,3,False,False
396d80d7,training,True,,1,1,True,2,0,0,0,2,False,False
3979b1a8,training,True,,2,2,False,8,2,0,2,6,False,False
39a8645d,training,False,output_not_block_multiple,,,,,,,,,,
39e1d7f9,training,True,,1,1,True,3,0,0,0,3,False,False
3a301edc,training,True,,1,1,True,5,0,0,0,5,False,False
3aa6fb7a,training,True,,1,1,True,2,0,0,0,2,False,False
3ac3eb23,training,True,,1,1,True,2,0,0,0,2,False,False
3ad05f52,training,True,,1,1,True,3,0,0,0,3,False,False
3af2c5a8,training,True,,2,2,False,12,12,8,4,0,True,False
3b4c2228,training,False,output_not_block_multiple,,,,,,,,,,
3bd292e8,training,True,,1,1,True,3,0,0,0,3,False,False
3bd67248,training,True,,1,1,True,3,0,0,0,3,False,False
3bdb4ada,training,True,,1,1,True,2,0,0,0,2,False,False
3befdf3e,training,True,,1,1,True,3,0,0,0,3,False,False
3c9b0459,training,True,,1,1,True,4,4,4,0,0,True,False
3cd86f4f,training,False,output_not_block_multiple,,,,,,,,,,
3d31c5b3,training,False,output_not_block_multiple,,,,,,,,,,
3d588dc9,training,True,,1,1,True,2,0,0,0,2,False,False
3d6c6e23,training,True,,1,1,True,3,0,0,0,3,False,False
3de23699,training,False,output_not_block_multiple,,,,,,,,,,
3e980e27,training,True,,1,1,True,4,0,0,0,4,False,False
3eda0437,training,True,,1,1,True,4,0,0,0,4,False,False
3ee1011a,training,False,output_not_block_multiple,,,,,,,,,,
3f23242b,training,True,,1,1,True,2,0,0,0,2,False,False
3f7978a0,training,False,output_not_block_multiple,,,,,,,,,,
4093f84a,training,True,,1,1,True,3,0,0,0,3,False,False
40f6cd08,training,True,,1,1,True,3,0,0,0,3,False,False
412b6263,training,False,output_not_block_multiple,,,,,,,,,,
414297c0,training,False,output_not_block_multiple,,,,,,,,,,
41ace6b5,training,True,,1,1,True,3,0,0,0,3,False,False
41e4d17e,training,True,,1,1,True,2,0,0,0,2,False,False
423a55dc,training,True,,1,1,True,5,0,0,0,5,False,False
4258a5f9,training,True,,1,1,True,2,0,0,0,2,False,False
4290ef0e,training,False,output_not_block_multiple,,,,,,,,,,
42918530,training,True,,1,1,True,4,0,0,0,4,False,False
42a15761,training,True,,1,1,True,3,0,0,0,3,False,False
42a50994,training,True,,1,1,True,4,0,0,0,4,False,False
42f14c03,training,False,output_not_block_multiple,,,,,,,,,,
42f83767,training,False,output_not_block_multiple,,,,,,,,,,
4347f46a,training,True,,1,1,True,3,0,0,0,3,False,False
4364c1c4,training,True,,1,1,True,3,0,0,0,3,False,False
444801d8,training,True,,1,1,True,3,0,0,0,3,False,False
445eab21,training,False,output_not_block_multiple,,,,,,,,,,
447fd412,training,True,,1,1,True,3,0,0,0,3,False,False
44d8ac46,training,True,,1,1,True,4,1,1,0,3,False,False
44f52bb0,training,False,output_not_block_multiple,,,,,,,,,,
4522001f,training,True,,3,3,False,18,4,4,0,14,False,False
456873bc,training,True,,1,1,True,3,0,0,0,3,False,False
45737921,training,True,,1,1,True,3,0,0,0,3,False,False
458e3a53,training,False,output_not_block_multiple,,,,,,,,,,
45bbe264,training,True,,1,1,True,3,0,0,0,3,False,False
4612dd53,training,True,,1,1,True,3,0,0,0,3,False,False
46442a0e,training,True,,2,2,False,12,12,6,6,0,True,False
465b7d93,training,True,,1,1,True,3,0,0,0,3,False,False
469497ad,training,False,inconsistent_block_layout,,,,,,,,,,
46c35fc7,training,True,,1,1,True,3,0,0,0,3,False,False
46f33fce,training,True,,2,2,False,12,3,3,0,9,False,False
470c91de,training,True,,1,1,True,3,0,0,0,3,False,False
47c1f68c,training,False,output_not_block_multiple,,,,,,,,,,
48131b3c,training,True,,2,2,False,12,4,0,4,8,False,False
484b58aa,training,True,,1,1,True,3,0,0,0,3,False,False
4852f2fa,training,False,output_not_block_multiple,,,,,,,,,,
48634b99,training,True,,1,1,True,3,0,0,0,3,False,False
48d8fb45,training,False,output_not_block_multiple,,,,,,,,,,
48f8583b,training,True,,3,3,False,54,54,51,3,0,False,False
4938f0c2,training,True,,1,1,True,3,1,1,0,2,False,False
494ef9d7,training,True,,1,1,True,4,0,0,0,4,False,False
496994bd,training,True,,1,1,True,2,0,0,0,2,False,False
49d1d64f,training,False,output_not_block_multiple,,,,,,,,,,
4a1cacc2,training,True,,1,1,True,4,0,0,0,4,False,False
4acc7107,training,True,,1,1,True,4,0,0,0,4,False,False
4b6b68e5,training,True,,1,1,True,3,0,0,0,3,False,False
4be741c5,training,False,output_not_block_multiple,,,,,,,,,,
4c177718,training,False,output_not_block_multiple,,,,,,,,,,
4c4377d9,training,True,,2,1,False,8,8,6,2,0,True,False
4c5c2cf0,training,True,,1,1,True,3,0,0,0,3,False,False
4cd1b7b2,training,True,,1,1,True,3,0,0,0,3,False,False
4df5b0ae,training,True,,1,1,True,3,0,0,0,3,False,False
4e45f183,training,True,,1,1,True,3,0,0,0,3,False,False
4e469f39,training,True,,1,1,True,3,0,0,0,3,False,False
4e7e0eb9,training,True,,1,1,True,4,1,1,0,3,False,False
4f537728,training,True,,1,1,True,2,0,0,0,2,False,False
4ff4c9da,training,True,,1,1,True,3,0,0,0,3,False,False
5034a0b5,training,True,,1,1,True,4,0,0,0,4,False,False
505fff84,training,False,output_not_block_multiple,,,,,,,,,,
506d28a5,training,False,output_not_block_multiple,,,,,,,,,,
50846271,training,True,,1,1,True,4,0,0,0,4,False,False
508bd3b6,training,True,,1,1,True,3,0,0,0,3,False,False
50a16a69,training,True,,1,1,True,3,0,0,0,3,False,False
50aad11f,training,False,output_not_block_multiple,,,,,,,,,,
50c07299,training,True,,1,1,True,3,0,0,0,3,False,False
50cb2852,training,True,,1,1,True,3,0,0,0,3,False,False
50f325b5,training,True,,1,1,True,4,0,0,0,4,False,False
5117e062,training,False,output_not_block_multiple,,,,,,,,,,
5168d44c,training,True,,1,1,True,3,1,1,0,2,False,False
516b51b7,training,True,,1,1,True,3,0,0,0,3,False,False
5207a7b5,training,True,,1,1,True,3,0,0,0,3,False,False
522fdd07,training,True,,1,1,True,4,0,0,0,4,False,False
52364a65,training,True,,1,1,True,2,0,0,0,2,False,False
5289ad53,training,False,output_not_block_multiple,,,,,,,,,,
52df9849,training,True,,1,1,True,2,0,0,0,2,False,False
52fd389e,training,True,,1,1,True,3,0,0,0,3,False,False
538b439f,training,True,,1,1,True,2,0,0,0,2,False,False
539a4f51,training,True,,2,2,False,12,2,2,0,10,False,False
53b68214,training,False,output_not_block_multiple,,,,,,,,,,
543a7ed5,training,True,,1,1,True,2,0,0,0,2,False,False
54d82841,training,True,,1,1,True,3,0,0,0,3,False,False
54d9e175,training,True,,1,1,True,4,0,0,0,4,False,False
54db823b,training,True,,1,1,True,4,0,0,0,4,False,False
54dc2872,training,True,,1,1,True,2,0,0,0,2,False,False
55059096,training,True,,1,1,True,3,0,0,0,3,False,False
551d5bf1,training,True,,1,1,True,2,0,0,0,2,False,False
5521c0d9,training,True,,1,1,True,3,0,0,0,3,False,False
5582e5ca,training,True,,1,1,True,3,0,0,0,3,False,False
5587a8d0,training,False,output_not_block_multiple,,,,,,,,,,
5614dbcf,training,False,output_not_block_multiple,,,,,,,,,,
5623160b,training,True,,1,1,True,3,0,0,0,3,False,False
56dc2b01,training,True,,1,1,True,3,0,0,0,3,False,False
56ff96f3,training,True,,1,1,True,4,0,0,0,4,False,False
5751f35e,training,True,,1,1,True,2,0,0,0,2,False,False
575b1a71,training,True,,1,1,True,3,0,0,0,3,False,False
5783df64,training,False,output_not_block_multiple,,,,,,,,,,
5792cb4d,training,True,,1,1,True,2,0,0,0,2,False,False
57aa92db,training,True,,1,1,True,4,0,0,0,4,False,False
57edb29d,training,False,output_not_block_multiple,,,,,,,,,,
5833af48,training,False,output_not_block_multiple,,,,,,,,,,
58743b76,training,True,,1,1,True,2,0,0,0,2,False,False
58c02a16,training,True,,1,1,True,3,0,0,0,3,False,False
58e15b12,training,True,,1,1,True,3,0,0,0,3,False,False
59341089,training,True,,1,4,False,16,16,14,2,0,True,False
5a5a2103,training,True,,1,1,True,2,0,0,0,2,False,False
5a719d11,training,True,,1,1,True,3,0,0,0,3,False,False
5ad4f10b,training,False,output_not_block_multiple,,,,,,,,,,
5ad8a7c0,training,True,,1,1,True,5,2,0,2,3,False,False
5adee1b2,training,True,,1,1,True,2,0,0,0,2,False,False
5af49b42,training,True,,1,1,True,3,0,0,0,3,False,False
5b37cb25,training,True,,1,1,True,2,0,0,0,2,False,False
5b526a93,training,True,,1,1,True,2,0,0,0,2,False,False
5b692c0f,training,True,,1,1,True,2,0,0,0,2,False,False
5b6cbef5,training,True,,4,4,False,80,80,80,0,0,False,True
5bd6f4ac,training,False,output_not_block_multiple,,,,,,,,,,
5c0a986e,training,True,,1,1,True,3,0,0,0,3,False,False
5c2c9af4,training,True,,1,1,True,3,0,0,0,3,False,False
5d2a5c43,training,False,output_not_block_multiple,,,,,,,,,,
5d588b4d,training,False,output_not_block_multiple,,,,,,,,,,
5daaa586,training,False,output_not_block_multiple,,,,,,,,,,
5e6bbc0b,training,True,,1,1,True,4,0,0,0,4,False,False
5ecac7f7,training,False,output_not_block_multiple,,,,,,,,,,
5ffb2104,training,True,,1,1,True,3,0,0,0,3,False,False
60a26a3e,training,True,,1,1,True,3,0,0,0,3,False,False
60b61512,training,True,,1,1,True,2,0,0,0,2,False,False
60c09cac,training,True,,2,2,False,8,1,1,0,7,False,False
60d73be6,training,True,,1,1,True,3,0,0,0,3,False,False
6150a2bd,training,True,,1,1,True,2,2,2,0,0,True,False
6165ea8f,training,False,output_not_block_multiple,,,,,,,,,,
623ea044,training,True,,1,1,True,3,0,0,0,3,False,False
626c0bcc,training,True,,1,1,True,3,0,0,0,3,False,False
62ab2642,training,True,,1,1,True,3,0,0,0,3,False,False
62b74c02,training,True,,1,1,True,3,0,0,0,3,False,False
62c24649,training,True,,2,2,False,12,12,12,0,0,True,False
6350f1f4,training,True,,1,1,True,4,0,0,0,4,False,False
63613498,training,True,,1,1,True,3,0,0,0,3,False,False
639f5a19,training,True,,1,1,True,2,0,0,0,2,False,False
642248e4,training,True,,1,1,True,3,0,0,0,3,False,False
642d658d,training,False,output_not_block_multiple,,,,,,,,,,
6430c8c4,training,False,output_not_block_multiple,,,,,,,,,,
6455b5f5,training,True,,1,1,True,4,0,0,0,4,False,False
64a7c07e,training,True,,1,1,True,3,0,0,0,3,False,False
652646ff,training,False,output_not_block_multiple,,,,,,,,,,
662c240a,training,False,output_not_block_multiple,,,,,,,,,,
668eec9a,training,False,output_not_block_multiple,,,,,,,,,,
66ac4c3b,training,True,,1,1,True,2,0,0,0,2,False,False
66e6c45b,training,True,,1,1,True,2,0,0,0,2,False,False
66f2d22f,training,False,output_not_block_multiple,,,,,,,,,,
67385a82,training,True,,1,1,True,4,0,0,0,4,False,False
673ef223,training,True,,1,1,True,3,0,0,0,3,False,False
67636eac,training,False,output_not_block_multiple,,,,,,,,,,
6773b310,training,False,output_not_block_multiple,,,,,,,,,,
67a3c6ac,training,True,,1,1,True,3,3,3,0,0,True,False
67a423a3,training,True,,1,1,True,3,0,0,0,3,False,False
67c52801,training,True,,1,1,True,4,0,0,0,4,False,False
67e8384a,training,True,,2,2,False,16,16,16,0,0,True,False
681b3aeb,training,False,output_not_block_multiple,,,,,,,,,,
6855a6e4,training,True,,1,1,True,3,0,0,0,3,False,False
689c358e,training,True,,1,1,True,2,0,0,0,2,False,False
68b16354,training,True,,1,1,True,3,3,3,0,0,True,False
68b67ca3,training,False,output_not_block_multiple,,,,,,,,,,
